,id,question,options,answer,solution,level,subject,image,model_answer,extraction,match
2009,2010,"Robin shoots three arrows at a target. He earns points for each shot as shown in the figure. However, if any of his arrows miss the target or if any two of his arrows hit adjacent regions of the target, he scores a total of zero. How many different scores can he obtain?
<image1>",[],13,"Robin could score a total of zero either by missing the target with all three arrows or if any two of his arrows hit adjacent regions. Robin could score totals of 3, 9, 15, 21, 27 or 33 if all three of his arrows hit regions 1, 3, $5,7,9$ or 11 respectively. The only scores Robin can obtain from his three arrows hitting non-adjacent regions are $1+1+5=7,1+5+5=11,3+3+7=13,3+7+7=17,9+9+11=29$, $9+11+11=31$. Robin's set of possible score is therefore $\{0,3,7,9,11,13,15,17,21,27,29,31,33\}$. Hence Robin can obtain 13 different possible scores.",5,combinatorics,images/2010.jpg,"Step 1: The possible scores are 3, 5, 7, 9, 11, 13, 15, 17, 19.
Step 2: The score combinations are:
- 3: 1+1+1
- 5: 1+1+3
- 7: 1+1+5, 1+3+3
- 9: 1+1+7, 1+3+5
- 11: 1+3+7, 1+5+5, 3+3+5
- 13: 1+5+7, 3+3+7, 3+5+5
- 15: 3+5+7
- 17: 5+5+7
- 19: 5+7+7
Step 3: There are 9 different scores.
†Answer: 9",Answer: 9,1
2010,2011,"At each of the vertices of a cube sits a Bunchkin. Two Bunchkins are said to be adjacent if and only if they sit at either end of one of the cube's edges. Each Bunchkin is either a 'truther', who always tells the truth, or a 'liar', who always lies. All eight Bunchkins say 'I am adjacent to exactly two liars'. What is the maximum number of Bunchkins who are telling the truth?
<image1>",[],4,"Suppose that there is a truther at $A$. There must be two liars and one truther adjacent to $A$. Let us suppose, without loss of generality, that $B$ is a truther and $D$ and $E$ are liars. Since $B$ is a truther and is adjacent to $A$, then $C$ and $F$ are liars. This shows that there cannot be more than 4 truthers. If we now suppose that $G$ and $H$ are both truthers, then each of the Bunchkins' statements fits the conditions. So 4 is the maximum possible number of Bunchkins. ![](https://cdn.mathpix.com/cropped/2023_12_27_6bee3d434798f35599ffg-2.jpg?height=440&width=488&top_left_y=2187&top_left_x=1435)",1,logic,images/2011.jpg,"Step 1: Each person in the cube is either a truth-teller or a liar.
Step 2: A truth-teller always tells the truth, and a liar always lies.
Step 3: Each person claims to be adjacent to exactly two liars.
Step 4: If a person is a truth-teller, then they are indeed adjacent to exactly two liars.
Step 5: If a person is a liar, then they are not adjacent to exactly two liars; they are either adjacent to fewer or more than two liars.
Step 6: Assume there are 4 truth-tellers and 4 liars in the cube.
Step 7: If there are 4 truth-tellers, each truth-teller must be adjacent to exactly two liars, which is possible.
Step 8: Therefore, the maximum number of truth-tellers is 4.
†Answer: 4",Answer: 4,0
2011,2012,"The pattern shown in the diagram is constructed using semicircles. Each semicircle has a diameter that lies on the horizontal axis shown and has one of the black dots at either end. The distance between each pair of adjacent black dots is $1 \mathrm{~cm}$. The area, in $\mathrm{cm}^{2}$, of the pattern that is shaded in grey is $\frac{1}{8} k \pi$. What is the value of $k$ ?
<image1>",[],121,Take each shaded semi-annulus that is below the line and reflect it in the line then move it one centimetre to the left. A shaded semicircle of diameter $11 \mathrm{~cm}$ is obtained. Therefore the whole shaded area is $\frac{121}{8} \pi$. Hence the value of $k$ is 121 .,5,metric geometry - area,images/2012.jpg,"Step 1: The radius of the largest semicircle is 4 cm, so its area is \(\frac{1}{2} \pi \times 4^2 = 8\pi \).
Step 2: The radii of the two middle semicircles are 2 cm each, so their total area is \(\frac{1}{2} \pi \times 2^2 + \frac{1}{2} \pi \times 2^2 = 2\pi + 2\pi = 4\pi \).
Step 3: The radii of the two smallest semicircles are 1 cm each, so their total area is \(\frac{1}{2} \pi \times 1^2 + \frac{1}{2} \pi \times 1^2 = \frac{1}{2}\pi + \frac{1}{2}\pi = \pi \).
Step 4: The total area of the shaded part is \(8\pi - 4\pi - \pi = 3\pi \).
Step 5: According to the problem, the area of the shaded part is \(\frac{1}{8}k\pi\), so \(3\pi = \frac{1}{8}k\pi\).
Step 6: \(3 = \frac{1}{8}k\), solving for \(k\) gives \(k = 24\).
†Answer: 24",Answer: 24,1
2012,2013,"Each square in this cross-number can be filled with a non-zero digit such that all of the conditions in the clues are fulfilled. The digits used are not necessarily distinct.
<image1>
ACROSS
1. A square
3. The answer to this Kangaroo question
5. A square
DOWN
1. 4 down minus eleven
2. One less than a cube
4. The highest common factor of 1 down and 4 down is greater than one",[],829,"The possible answers for 1 across are $16,25,36,49,64$ and 81 . The possible answers for 2 down are 124, 215, 342, 511, 728, 999 . By considering the last digit of 1 across (which must be the same as the first digit of 2 down) we see that the only possible pairs of answers for 1 across and 2 down are (25, $511),(49,999)$ and $(81,124)$. The pair $(49,999)$ would leave no possible answer for 5 across, so may be disregarded. The pair $(25,511)$ gives an answer of 16 for 5 across and thence 36 for 4 down and 25 for 1 down. However these answers contradict the clue for 4 down so this case may be disregarded. $(81,124)$ gives an answer of 49 for 5 across and hence 99 for 4 down and 88 for 1 down. These answers satisfy all the conditions in the clues and therefore the answer to this Kangaroo question is 829 .",1,logic,images/2013.jpg,"Step 1: 1 down is 16, 2 down is 7, 4 down is 8.
Step 2: The highest common factor of 16 and 8 is 8, which is greater than 1.
Step 3: 3 across is 8.
Step 4: 5 across is 64.
Step 5: 3 down is 5.
†Answer: 5",Answer: 5,1
2013,2014,"The diagram shows a semicircle with diameter $P Q$ inscribed in a rhombus $A B C D$. The rhombus is tangent to the arc of the semicircle in two places. Points $P$ and $Q$ lie on sides $B C$ and $C D$ of the rhombus respectively. The line of symmetry of the semicircle is coincident with the diagonal $A C$ of the rhombus. It is given that $\angle C B A=60^{\circ}$. The semicircle has radius 10 . The area of the rhombus can be written in the form $a \sqrt{b}$ where $a$ and $b$ are integers and $b$ is prime. What is the value of
<image1>
$a b+a+b ?$",[],603,"Let $O$ be the centre of the semicircle and let $M$ and $N$ be the feet of the perpendiculars drawn from $O$ to $A B$ and $A D$ respectively. Let $G$ be the intersection of the diagonals of the rhombus. $P O=10$ and $\angle O P C=30^{\circ}$. So $O C=10 \tan 30^{\circ}=\frac{10}{\sqrt{3}}$. $M O=10$ and $\angle O A M=60^{\circ}$. So $A O=\frac{10}{\sin 60^{\circ}}=\frac{20}{\sqrt{3}}$. ![](https://cdn.mathpix.com/cropped/2023_12_27_6bee3d434798f35599ffg-4.jpg?height=371&width=557&top_left_y=528&top_left_x=1383) Therefore $A C=\frac{10}{\sqrt{3}}+\frac{20}{\sqrt{3}}=\frac{30}{\sqrt{3}}=10 \sqrt{3}$. Hence $A G=5 \sqrt{3}$ and $\angle G B A=30^{\circ}$. So $B G=\frac{5 \sqrt{3}}{\tan 30^{\circ}}=15$. Therefore the area of triangle $B G A$ is $\frac{1}{2} \times 15 \times 5 \sqrt{3}=\frac{75}{2} \sqrt{3}$. So the area of the rhombus is $4 \times \frac{75}{2} \sqrt{3}=150 \sqrt{3}$. Therefore $a=150$ and $b=3$, so $a b+a+b=450+150+3=603$.",5,metric geometry - area,images/2014.jpg,"Step 1: Draw a perpendicular line from point B to line AC, intersecting at point E. Connect points A and B, and A and C.

Step 2: Since ∠CBA = 60°, triangle ABC is an equilateral triangle, so AB = BC = AC.

Step 3: Since the semicircle is tangent to sides BC and CD at points P and Q respectively, and the radius of the semicircle is 10, we have BP = BQ = 10.

Step 4: Because AC is the axis of symmetry, we have BE = EC = 10.

Step 5: In right triangle ABE, we have AB = 2 * BE = 20.

Step 6: The area of rhombus ABCD is given by (1/2) * AC * BD = (1/2) * 20 * 20√3 = 200√3.

Step 7: Therefore, a = 200 and b = 3.

Step 8: Finally, ab + a + b = 200 * 3 + 200 + 3 = 803.

†Answer: 803",Answer: 803,1
2014,2015,"The line segments $P Q R S$ and $W X Y S$ intersect circle $C_{1}$ at points $P, Q, W$ and $X$.
<image1>
The line segments intersect circle $C_{2}$ at points $Q, R, X$ and $Y$. The lengths $Q R, R S$ and $X Y$ are 7, 9 and 18 respectively. The length $W X$ is six times the length $Y S$.
What is the sum of the lengths of $P S$ and $W S$ ?",[],150,"Use the intersecting chords theorem on each circle. Let $a$ be the length of $S Y$. Then, in circle $Q X Y R, a(a+18)=9(9+7)$ giving solutions of $a=6,-24$. Since $a>0$ we conclude $a=6$. In circle $P W X Q, 24(24+6 \times 6)=16(16+z)$. The solution is $z=74$. Therefore $P S+W S=74+7+9+36+18+6=150$.",5,metric geometry - length,images/2015.jpg,"Step 1: We are given that the length of WX is six times the length of YS. Let's denote the length of YS as y. Then, the length of WX is 6y.

Step 2: We are given that QR = 7, RS = 9, and XY = 18.  Using the intersecting chords theorem on circle C2, we have QR * RS = XY * YS. Substituting the given values, we get 7 * 9 = 18 * y. This simplifies to 63 = 18y.

Step 3: Solving for y, we find y = 63/18 = 7/2 = 3.5.  Therefore, the length of YS is 3.5.

Step 4: Since WX = 6y, the length of WX is 6 * 3.5 = 21.

Step 5: Using the intersecting chords theorem on circle C1, we have PQ * QR = WX * XY.  Substituting the known values, we get PQ * 7 = 21 * 18. This simplifies to 7PQ = 378.

Step 6: Solving for PQ, we find PQ = 378/7 = 54.

Step 7:  We are given that PS = 34 and WS = 21.  The question asks for the sum of the lengths of PS and WS.

Step 8: The sum of the lengths of PS and WS is 34 + 21 = 55.

†Answer: 55",Answer: 55,1
2015,2016,"The diagram shows a 16 metre by 16 metre wall. Three grey squares are painted on the wall as shown.
<image1>
The two smaller grey squares are equal in size and each makes an angle of $45^{\circ}$ with the edge of the wall. The grey squares cover a total area of $B$ metres squared.
What is the value of $B$ ?",[],128,"The wall has a width of 16 metres so the diagonal of each smaller grey square is 8 metres. Let the side-length of each smaller grey square be $x$ metres. Then, by Pythagoras' Theorem, $x^{2}+x^{2}=8^{2}$, giving $x=\sqrt{32}$. Therefore each smaller grey square has an area of $32 \mathrm{~m}^{2}$. The side-length of the larger grey square is equal to the length of the diagonal of one of the smaller grey squares. Therefore the larger grey square has area $8^{2}=64 \mathrm{~m}^{2}$. Hence the total area covered by the grey squares, $B$, is $32+32+64=128 \mathrm{~m}^{2}$.",5,metric geometry - area,images/2016.jpg,"Step 1: The side length of the larger square is 16 meters.  The area of the larger square is 16² = 256 m².

Step 2: Each of the smaller squares has a side length of 8√2 meters (this can be derived from the 45-45-90 triangle formed by the smaller squares and the wall).

Step 3: The area of one smaller square is (8√2)² = 128 m².

Step 4: The total area of the two smaller squares is 2 * 128 m² = 256 m².

Step 5: The total area covered by the three grey squares is the area of the larger square minus the area of the two smaller squares: 256 m² - 128 m² = 128 m².

†Answer: 128",Answer: 128,0
2016,2017,"Identical regular pentagons are arranged in a ring. The partially completed ring is shown in the diagram. Each of the regular pentagons has a perimeter of 65 . The regular polygon formed as the inner boundary of the ring has a perimeter of $P$. What is the value of $P$ ?
<image1>",[],130,"Let the regular $N$-gon at the centre of the figure have interior angles of size $x$ degrees. The interior angle of a pentagon is $108^{\circ}$. By angles at a point we have $x+2 \times 108=360$, so $x=144$. The exterior angle of the $N$-gon is $180-144=36$. Therefore, the $N$-gon has $\frac{360}{36}=10$ sides. As each side has length $\frac{65}{5}=13$, the perimeter is $10 \times 13=130$.",5,metric geometry - length,images/2017.jpg,"Step 1: Each regular pentagon has a perimeter of 65, so each side length is 65 ÷ 5 = 13.
Step 2: The inner polygon is a regular decagon, with each side being the sum of two sides of the regular pentagons, which is 13 + 13 = 26.
Step 3: The perimeter of the inner polygon is 26 × 10 = 260.
†Answer: 260",Answer: 260,1
2017,2018,"The function $J(x)$ is defined by:
$$
J(x)= \begin{cases}4+x & \text { for } x \leq-2 \\ -x & \text { for }-2<x \leq 0 \\ x & \text { for } x>0\end{cases}
$$
<image1>
How many distinct real solutions has the equation $J(J(J(x)))=0$ ?",[],4,"The only solutions to $J(x)=0$ are $x=0,-4$. Since $J(0)=0$, both will also be solutions of $J(J(J(x)))=0$. Any solution to $J(x)=-4$ will also be a solution to $J(J(x))=0$. The only solution to $J(x)=-4$ is $x=-8$. Since $J(x)=0, x=-8$ is also a solution of $J(J(J(x)))=0$. Any solution to $J(x)=-8$ will also be a solution to $J(J(J(x)))=0$. The only solution to $J(x)=-8$ is $x=-12$. Therefore, there are four distinct solutions, $x=0,-4,-8$ and -12 .",4,analytic geometry,images/2018.jpg,"Step 1: When \( x \leq -2 \), \( J(x) = 4 + x \).
Step 2: When \( -2 < x \leq 0 \), \( J(x) = -x \).
Step 3: When \( x > 0 \), \( J(x) = x \).
Step 4: \( J(J(J(x))) = 0 \).
Step 5: \( J(x) = -2 \) or \( J(x) = 0 \) or \( J(x) = 4 \).
Step 6: When \( J(x) = -2 \), \( x = -2 \).
Step 7: When \( J(x) = 0 \), \( x = 0 \).
Step 8: When \( J(x) = 4 \), \( x = 4 \).
Step 9: \( J(x) = -2 \) or \( J(x) = 0 \) or \( J(x) = 4 \).
Step 10: When \( J(x) = -2 \), \( x = -2 \).
Step 11: When \( J(x) = 0 \), \( x = 0 \).
Step 12: When \( J(x) = 4 \), \( x = 4 \).
Step 13: \( J(x) = -2 \) or \( J(x) = 0 \) or \( J(x) = 4 \).
Step 14: When \( J(x) = -2 \), \( x = -2 \).
Step 15: When \( J(x) = 0 \), \( x = 0 \).
Step 16: When \( J(x) = 4 \), \( x = 4 \).
Step 17: The equation \( J(J(J(x))) = 0 \) has 7 different real solutions.
†Answer: 7",Answer: 7,1
2018,2019,"In the triangle $A B C$ the points $M$ and $N$ lie on the side $A B$ such that $A N=A C$ and $B M=B C$.
We know that $\angle M C N=43^{\circ}$.
Find the size in degrees of $\angle A C B$.
<image1>",[],94,"Let $\angle A C M=x^{\circ}$ and $\angle B C N=y^{\circ}$. Using the base angles property of isosceles triangles $A C N$ and $B C M$, we have $\angle A N C=43+x$ and $\angle B M C=43+y$. In triangle $C M N, 43+(43+x)+(43+y)=180$. Therefore, $\angle A C B=x+43+y=94$.",4,metric geometry - angle,images/2019.jpg,"Step 1: Let ∠A = x and ∠B = y.
Step 2: Since AN = AC, ∠ACN = x.
Step 3: Since BM = BC, ∠BCM = y.
Step 4: ∠MCN = 43°.
Step 5: ∠ACB = ∠ACN + ∠BCM - ∠MCN = x + y - 43°.
Step 6: ∠A + ∠B + ∠ACB = 180°.
Step 7: x + y + (x + y - 43°) = 180°.
Step 8: 2x + 2y - 43° = 180°.
Step 9: 2x + 2y = 223°.
Step 10: x + y = 111.5°.
Step 11: ∠ACB = x + y - 43° = 111.5° - 43° = 68.5°.
†Answer: 68.5",Answer: 68.5,1
2019,2020,"Each square in this cross-number can be filled with a non-zero digit such that all of the conditions in the clues are fulfilled. The digits used are not necessarily distinct. What is the answer to 3 ACROSS?
<image1>
\section*{ACROSS}
1. A composite factor of 1001
3. Not a palindrome
5. $p q^{3}$ where $p, q$ prime and $p \neq q$
\section*{DOWN}
1. One more than a prime, one less than a prime
2. A multiple of 9
4. $p^{3} q$ using the same $p, q$ as 5 ACROSS",[],295,"1 Across may be either 77 or 91 . The only possibility for 1 Down with 7 or 9 as its first digit is 72. So 1 Across is 77 and 1 Down is 72 . In the clues for 5 Across and 4 Down we see that $p, q$ must be 2,3 in some order, since if any larger prime were used then $p q^{3}$ and $q p^{3}$ would not both be two-digit. Therefore, 5 Across and 4 Down are $3 \times 2^{3}=24$ and $2 \times 3^{3}=54$ in some order. We know that 3 Across is not a palindrome (so may not end in a 2). Therefore, 5 Across is 24 and 4 Down is 54. The only three-digit multiples of 9 beginning with a 7 are 702 and 792. As every digit in the completed crossnumber must be non-zero we have 2 Down is 792 and 3 Across is 295.",1,logic,images/2020.jpg,"Step 1: Identify the prime factors of 1001: 1001 = 7 × 11 × 13.

Step 2: Determine the possible values for 3 across:  3 across must be a composite factor of 1001 and not a palindrome. The factors of 1001 are 1, 7, 11, 13, 77, 91, 143, and 1001.  The only composite factors are 77, 91, and 143.  Since 77 and 143 are not palindromes, 3 across could be 77 or 143.

Step 3: Analyze the clues for 5 across: 5 across is of the form  p q³ where p and q are prime and p ≠ q.  The possible values are 2×3³ = 54, 2×5³ = 250, 3×2³ = 24, 3×5³ = 375, 5×2³ = 40, and 5×3³ = 135.  Only 54 is a factor of 1001.

Step 4: Determine the value of 3 across: Since 5 across is 54, and 3 across must be a factor of 1001 and not a palindrome, 3 across must be 77.

†Answer: 77",Answer: 77,1
